40,,Alluwamna,,,,,,,Hittite king at XVI century,,,,,,,Fragm.,,,,,,,
41,,Aluwazi,,,,,,,,,,,,,,,,,,,,,
42,f,Ammalli,,,,,,,,,,,,,,,,,,,,,
43,,Amalu,,,,,,,,,,,,,,,,,,,,,
44,f,Ammamma,,,,," KUB 53.3 VI 15, V 2 KUB 53.5 Vo 4  KUB 53.7 II 11  ",,,,,,,,,,,,,,,,
45,,Amanmašu,,,,,,,Servant of Tili-Šarruma at Karkemiš,,,,,,,,,,,,,,
46,f,Ammatalla,,,,,,,,,,,,,,,,,,,,,
47,,Amati,,,,,,,,,,,,,,,,,,,,,
48,f,Ammazzi,,,,,,,Author of ritual,,,,,,,,,,,,,,
49,,Ammiyatalla,,,,,,,Author of ritual,,,,,,,,,,,,,,
50,,Ammihatna,,,,,KBo 27.130 Ro I 1,,Priest of Kizzuwatna,,,,,,,Priestess,,,,,,,
48a,,Ammi,,,,,,,,,,,,,,,,,,,,,
41a,,Alziyamuwa,,,,,,,Hittite officer at Emar,,,,,,,,,,,,,,
51,f,Amminnaya,,,,,,,,,,,,,,,,,,,,,
52,,Ammi-ŠEŠ,,,,,,,,,,,,,,,,,,,,,
53,,Amita,,,,,,,,,,,,,,,,,,,,,
53a,,Ammiti,,,,,,,,,,,,,,,,,,,,,
51a,,Ammisuza,,,,,,,,,,,,,,,,,,,,,
54,,Am(ba)ris,,,,,,,Prince of Hilakku and of Tabal,,,,,,,,,,,,,,
55,,Ammuna,,,,,"KBo 28.124 col. droite 3', 5', 12' ",,"King of ancient kingdom, son of Zidanta",,,,,,,"The ""Young"" (DUMU/TUR), prince, son of Telipinu",Other,,,,,,
56,,Ammuru-ašari(d),,,,,"Amur-ašur Cf. Amurru-ašari(d) ; KBo 36.113, 8 ",,,,,,,,,,,,,,,,
57,,Anna,,,,,,,Capp.,,,,,,,Diviner,Arzawian,,,,,,
58,f,fAnna,,,,,KBo 46.30 bord gauche 2,,"From Kablawiya, author of ritual",,,,,,,"From Pala, author of ritual","From Irhaššá, author of ritual",,Wife or mother of Katuwa,,,,
59,,Anahluga,,,,,,,,,,,,,,,,,,,,,
60,f,Annayati,,,,,,,,,,,,,,,,,,,,,
,,Ahlipa,,,,OLZ 94 (1999) 195.,"VS N.F., 106 II 13",,,,,,,,,,,,,,,,
,f,Agattišwa,,,,,KBo 31.56 8 ,,,,,,,,,,,,,,,,
,f,Allalla,,,,,"KBo 40.218, Ro I 8, 11, 14",,,,,,,,,,,,,,,,
,f,Alli,,,,"BiOr 48, 3/4 (1991) 580 et sub n° 96, p. 584.",KUB 58.96 + Vo 7,,,,,,,,,,,,,,,,
,,Alliya,,,,,HKM 100 Ro 12,,,,,,,,,,,,,,,,
,,Alipihameš,,,,,"KUB 60.1, 25",,,,,,,,,,,,,,,,
,f,Alliwanatti,,,,, HKM 113 Ro 11 ,,,,,,,,,,,,,,,,
,,Ammaškuwanni,,,,,HKM 99 Vo 14,,,,,,,,,,,,,,,,
,,Ammadana,,,,Selon BiOr 47 3/4 (1990) 424 il s'agit plutôt d'un toponyme.,KUB 57.8 Vo 12,,,,,,,,,,,,,,,,
,,Annarumiya,,,,,KBo 31.51 Vo 3,,,,,,,,,,,,,,,,
61,,Anamuwa,,,,,,,,,,,,,,,,,,,,,
62,f,Annanna,,,,,,,Capp.,,,,,,,"From Zigazhura, author of ritual",,,,,,,
63,,Anani,,,,,,,,,,,,,,,,,,,,,
64,,Ananipiya,,,,,,,,,,,,,,,,,,,,,
65,f,Ananu,,,,,,,,,,,,,,,,,,,,,
66,f,Annanza,,,,,,,Pirwa's wife,,,,,,,,,,,,,,
67,(f),Anaša,,,,,,,,,,,,,,,,,,,,,
68,,Anat-šar,,,,,,,Scribe,,,,,,,,,,,,,,
69,f,Anni,,,,,,,,,,,,,,,,,,,,,
70,,Aniya,,,,,,,Egyptian,,,,,,,,,,,,,,
71,,Anniya,,,,,,,Capp.,,,,,,,King of Azzi,,,,,,,
72,f,Annella,,,,,,,Priestess,,,,,,,,,,,,,,
73,f,Annimaššani,,,,,,,,,,,,,,,,,,,,,
74,,Aniškipel,,,,,,,,,,,,,,,,,,,,,
75,,Anitta,,,,,,,"King of Kuššar, contemporary with Assyrians at Cappadoccia:Capp.",,,,,,,"King of Kuššar, contemporary with Assyrians at Cappadoccia: Hittite archaic",,,,,,,
76,f,Annitti,,,,,,,,,,,,,,,,,,,,,
77,f,Anniwasu,,,,,,,,,,,,,,,,,,,,,
78,f,Anniwiyanni,,,,,,,"Magician, author of a ritual",,,,,,,,,,,,,,
79,,Anizala,,,,,,,,,,,,,,,,,,,,,
80,,Angulli,,,,,,,"Scribe, son of Palla, student of Anuwanza",,,,,,,Chief scribe (the same as 1?),,,,,,,
,,Ananma,,,,,,,,,,,,,,,,,,,,,
65a,,Ananuri ?,,,,,,,,,,,,,,,,,,,,,
81,,Ankuwaziti,,,,,,,Equerry,,,,,,,,,,,,,,
82,,Anmanaila,,,,,,,King of URUGÚ.ŠÚ.A,,,,,,,,,,,,,,
83,,Antaratli,,,,,,,Man from Alše,,,,,,,,,,,,,,
84,,Antarawa,,,,,,,,,,,,,,,,,,,,,
85,,Antarla ?,,,,,,,,,,,,,,,,,,,,,
86,,Andulu,,,,,,,,,,,,,,,,,,,,,
87,,Anum-Hirbi,,,,,,,"Cappadocian prince from Mama, contemporary with Warsama",,,,,,,The same ?,,,,,,,
88,,Anunu,,,,,,,,,,,,,,,,,,,,,
90,,Anupiša,,,,,,,,,,,,,,,,,,,,,
89,,Anupia,,,,,,,,,,,,,,,,,,,,,
91,,Annuwa,,,,,,,,,,,,,,,,,,,,,
92,,Anuwanza,,,,, KBo 30.165 Vo 3'  KBo 32.139 bord gauche 2 KBo 40.345 Vo IV 4 KBo 40.369 Vo 13 KBo 41.218 Vo IV 6 KBo 42.1 Vo IV 9 KBo 42.28 Vo 5 KBo 43.124 Vo 4 KBo 43.319 Vo 20 KBo 44.116 Vo 2[ KBo 45.37 Vo VI 1[ KUB 52.14 III 5,,"Lord of Nerik, librarian under Tudhaliya IV",,,,,,,,,,,,,,
93,,Anzapahhaddu,,,,,,,Arzavian,,,,,,,,,,,,,,
94,,Anzunniya,,,,,,,"Arzavian?, enemy of Šuppiluliuma I",,,,,,,,,,,,,,
95,f,Abba,,,,,"KUB 56.1 I 1, 2 ",,,,,,,,,,,,,,,,
96,,Apalla,,,,,HKM 100 Ro 8,,Tax-collector at Ugarit,,,,,,,Trader ?,Diverse,,,,,,
97,,Apalli,,,,,"KBo 43.303 Vp 2, 4]",,Diviner,,,,,,,,,,,,,,
98,,Apallu,,,,,,,Diverse,,,,,,,,,,,,,,
99,,Apamuwa,,,,,,,Scribe,,,,,,,,,,,,,,
100,,Apapia,,,,,,,,,,,,,,,,,,,,,
90a,,Anu-šar-ilani,,,,,,,Father of some scribe,,,,,,,,,,,,,,
93a,f,Anzili,,,,,,,,,,,,,,,,,,,,,
99a,,Apanuwa,,,,,,,,,,,,,,,,,,,,,
,,Ambazzi,,,,,,,,,,,,,,,,,,,,,
,,Apaziašu,,,,,,,,,,,,,,,,,,,,,
101,,Aparkammi,,,,,,,,,,,,,,,,,,,,,
102,,Abarru,,,,,,,"Man from Kalasma, enemy of Muršili II",,,,,,,Other ?,,,,,,,
103,,Abatananu,,,,,,,,,,,,,,,,,,,,,
104,,Abattiti,,,,,,,,,,,,,,,,,,,,,
104a,,Apikuni,,,,,,,,,,,,,,,,,,,,,
105,,Abiradda,,,,,,,Prince of Barga at Syria,,,,,,,,,,,,,,
106,,Apiziahšu,,,,,,,,,,,,,,,,,,,,,
107,,Apiziašu,,,,,,,,,,,,,,,,,,,,,
108,,Apizura,,,,,,,,,,,,,,,,,,,,,
109,,Appu,,,,,,,"Man from Šudul, hero of a hittite tale",,,,,,,,,,,,,,
110,,Apuna,,,,,,,,,,,,,,,,,,,,,
,,Appuwaššu,,,,,,,,,,,,,,,,,,,,,
111,,Apuzia,,,,,,,,,,,,,,,,,,,,,
112,,Apuziah[šu],,,,,,,,,,,,,,,,,,,,,
113,,Aranabšu,,,,,,,,,,,,,,,,,,,,,
114,,Aranhapilizzi,,,,,,,General of Muršili II,,,,,,,Officer of palace under Muwatalli,Diverse,,,,,,
115,,Arara,,,,,,,Prince of Karkemiš,,,,,,,,,,,,,,
116,,Arawa,,,,,,,,,,,,,,,,,,,,,
117,,Arawahšu,,,,,,,,,,,,,,,,,,,,,
118,,Arawarhina,,,,,,,,,,,,,,,,,,,,,
119,f,Arhuwašši,,,,,,,,,,,,,,,,,,,,,
120,,Ariya,,,,,,,,,,,,,,,,,,,,,
102a,,Abatta/i,,,,,,,Man,,,,,,,Woman,,,,,,,
121,,Arihpizzi,,,,,,,,,,,,,,,,,,,,,
122,,Arikimra,,,,,,,,,,,,,,,,,,,,,
123,,Arimelku,,,,,,,,,,,,,,,,,,,,,
124,,Arinnaziti,,,,,,,,,,,,,,,,,,,,,
125,,Arinnel,,,,, KBo 32.186 Vo 5[ KBo 32.187 Vo 3[ ,,Officer of palace,,,,,,,,,,,,,,
126,,Ari-Šarruma,,,,,,,King of Išuwa,,,,,,,,,,,,,,
127,,Ari-Tešub,,,,,,,Son and murderer of Aitaggama,,,,,,,Author of ritual,,Great king,,,,,
128,,Aritku,,,,,,,Man of Lillima,,,,,,,,,,,,,,
129,,Ariwana,,,,,,,King of Abina,,,,,,,,,,,,,,
130,,Ariwašu,,,,,KBo 32.197 Vo 7,,Chief Kaška,,,,,,,,,,,,,,
130a,,Arlawizzi,,,,,,,,,,,,,,,,,,,,,
131,,Arma,,,,,,,,,,,,,,,,,,,,,
132,f,Arma-IR-i,,,,,,,,,,,,,,,,,,,,,
133,,Armamuwa,,,,,,,Scribe,,,,,,,,,,,,,,
134,,Armanani,,,,,,,"Prince, scribe",,,,,,,Diviner,Functioner,Diverse,,,,,
135,,Armapiya,,,,," KBo 28.148, 7' ",,Prince,,,,,,,Priest,Diviner,Scribe,Scribe,Diverse,,,
136,,Armatalli,,,,,,,,,,,,,,,,,,,,,
137,,Armatanša,,,,,,,Diviner,,,,,,,,,,,,,,
138,,Armadatta,,,,,Arma-TarhuntaKUB 52.83 I 16 ,,Man of Dur-Rimuš,,,,,,,"Son of Zida, adversary of Hattušili III",Prince,Others,,,,,
139,,Armati,,,,,"KUB 60.103, 3 ",,Augur,,,,,,,,,,,,,,
140,f,Armawiya,,,,,KUB 56.1 I 8 ,,,,,,,,,Diverse,,,,,,,
141,,Armaziti,,,,," HKM 84 Ro 16'  IBoT IV 2 III 9' KUB 56.9, 2  Çorum 1, 18",,Hittite prince in Ugarit,,,,,,,Scribes,Diviner,Chief of tapri ?,Diverse,,,,
142,,Armazuhi,,,,,,,,,,,,,,,,,,,,,
143,,Arna,,,,,,,,,,,,,,,,,,,,,
144,,Arnali ?,,,,,,,"Prince, grand scribe",,,,,,,,,,,,,,
145,f,Arnaniga,,,,,,,,,,,,,,,,,,,,,
146,,Arnili,,,,,,,,,,,,,,,,,,,,,
147,,Arnuman,,,,,,,,,,,,,,,,,,,,,
148,,Arnuwanda,,,,," KBo 43.138 Ro 1] (?) KBo 53.10 Ro II 9, 19 [ ], 22 [ ] KUB 57.68 Vo 23  KUB 60.52, 1, 2 ",,"Hittite king, father of Tudhaliya II",,,,,,,"Hittite king, spouse of Ašmunikal, son of Tudhaliya II or III ?","Hittite king, son of Šuppiluliuma I",Hittite son of Tudhaliya IV,Man of Ukšu,"Non-udentified characters,  kings or others",Prince of Commagene,,
149,f,Aršakiti,,,,,KUB 56.55 IV 4 ,,Author of ritual,,,,,,,,,,,,,,
150,,Arta,,,,,,,,,,,,,,,,,,,,,
151,,Artaya,,,,,,,Lord of Abina,,,,,,,,,,,,,,
152,,Artatama,,,,,,,King of Mittanni,,,,,,,,,,,,,,
153,,Artešna,,,,,,,Author of ritual,,,,,,,,,,,,,,
154,,Artummanna,,,,,,,Diviner,,,,,,,,,,,,,,
155,f,Arummura,,,,,,,,,,,,,,,,,,,,,
156,,Aruru,,,,,,,,,,,,,,,,,,,,,
,,Arzakiti,,,,,,,,,,,,,,,,,,,,,
157,,Arzanahšu,,,,,,,,,,,,,,,,,,,,,
158,,Arziutta,,,,,,,,,,,,,,,,,,,,,
159,,Aššarta,,,,,,,,,,,,,,,,,,,,,
160,,Ašati ?,,,,,,,Scribe,,,,,,,,,,,,,,
142a,,Arma-SÌR,,,,,,,,,,,,,,,,,,,,,
139a,,Armawara,,,,,,,,,,,,,,,,,,,,,
,,Arip-ibla,,,,,KBo 32.20 I 3 ,,,,,,,,,,,,,,,,
,,Armandalla,,,,,Cf. Armatalli (NH 136) HKM 99 Vo 14 ,,,,,,,,,,,,,,,,
,,Ardul,,,,,KBo 31.74 Ro 8,,,,,,,,,,,,,,,,
161,,Ašhamara,,,,,,,Man from Ura,,,,,,,,,,,,,,
162,,Ašhapala,,,,,,,Diviner,,,,,,,Scribe,Diverse,,,,,,
163,,Ašhella,,,,,,,"MAn of Hapalla, author of ritual",,,,,,,,,,,,,,
164,,Ašhupala,,,,,,,,,,,,,,,,,,,,,
165,,Aši(a)t,,,,,,,,,,,,,,,,,,,,,
166,,Aširi,,,,,KBo 28.111 Ro 10' ,,Mittanian knight,,,,,,,,,,,,,,
167,,Ašitarhui,,,,,,,,,,,,,,,,,,,,,
168,,Ašitawada ?,,,,,,,"Cilician prince at VIII century, founder of Ašitawadi = Karatepe",,,,,,,,,,,,,,
169,f,Aškayani,,,,,,,,,,,,,,,,,,,,,
170,,Aškaliya,,,,,,,Lord of Hurma,,,,,,,,,,,,,,
171,,Aškanašu,,,,,,,,,,,,,,,,,,,,,
172,,Aškar-Tešub ?,,,,,,,Prince of Karkemish,,,,,,,,,,,,,,
173,,Ašmi-Šarruma,,,,,,,"Prince, son of Arnuwanda",,,,,,,Other ?,,,,,,,
174,f,Ašmunikal,,,,,"KBo 53.10 Ro II 9 [, 20, 23",,"Hittite queen, wife of Arnuwanda II",,,,,,,,,,,,,,
175,,Ašnunigalli,,,,,,,Author of ritual,,,,,,,,,,,,,,
176,,Ašpinani,,,,,KUB 57.44 Ro 19 ,,Diviner,,,,,,,,,,,,,,
,,Ašpunahšu,,,,,,,,,,,,,,,,,,,,,
177,f,Ašpunawiya,,,,,,,,,,,,,,,,,,,,,
178,,Aštabi-šarri,,,,,,,Author of ritual,,,,,,,,,,,,,,
179,,Aštiru(wa),,,,,,,Prince of Karkemish,,,,,,,,,,,,,,
180,,Aštitarhui,,,,,,,Prince of Karkemish,,,,,,,,,,,,,,
181,,Aštiwašu,,,,,,,,,,,,,,,,,,,,,
182,f,Ašdu,,,,,KBo 35.104 Vo 2 ,,,,,,,,,,,,,,,,
183,,Ašduwar(a)i,,,,," HKM 58 bord inférieur 15, Vo 18  KUB 56.2 II 4  KUB 56.10 III 4  ",,Diverse,,,,,,,,,,,,,,
184,,Aštuwatimai,,,,,,,Prince of Karkemish,,,,,,,,,,,,,,
185,f,Ašduwiya,,,,,,,,,,,,,,,,,,,,,
186,,Ašdu-dU,,,,,,,Diviner,,,,,,,,,,,,,,
187,,Ašuha,,,,,,,Man of Ura,,,,,,,,,,,,,,
188,,Ašuhia,,,,,,,King of Karkemish,,,,,,,"King of Karkemish, son of the previous",,,,,,,
189,f,Aššuiwašha,,,,,,,,,,,,,,,,,,,,,
190,,Ašula,,,,,,,,,,,,,,,,,,,,,
191,,Aššulimi,,,,,,,Scribe,,,,,,,,,,,,,,
192,,Ašu(w)an,,,,,,,,,,,,,,,,,,,,,
193,,Atta,,,,,,,Dignitary of Paggapaha,,,,,,,Other,,,,,,,
194,,Atahšu,,,,,,,,,,,,,,,,,,,,,
195,,Attai,,,,,,,,,,,,,,,,,,,,,
196,,Attalli,,,,,,,Hittite tax-collector at Ugarit,,,,,,,,,,,,,,
197,,Adamakuni,,,,,,,,,,,,,,,,,,,,,
198,,Attanalli,,,,,"VS N.F. 58, Vo 9'",,Scribe,,,,,,,,,,,,,,
199,,Attaniya,,,,,,,,,,,,,,,,,,,,,
200,,Atapila,,,,,,,,,,,,,,,,,,,,,
161a,,Ašhapa,,,,,,,Scribe,,,,,,,,,,,,,,
172a,f,Aškilia,,,,,,,,,,,,,,,,,,,,,
173a,f,Ašmuhepa,,,,,,,,,,,,,,,,,,,,,
174a,,Ašmuššina,,,,,,,,,,,,,,,,,,,,,
174b,f,Ašnuhepa,,,,,,,,,,,,,,,,,,,,,
185a,,Ašdu-dKAL,,,,,,,,,,,,,,,,,,,,,
163a,,Ašhiliškiya,,,,,,,,,,,,,,,,,,,,,
,f,Ašuhani,,,,," KUB 58.105 Ro II 9'  KUB 59.41 III 3, 6  ",,,,,,,,,,,,,,,,
,,Aššur-ari,,,,, KBo 28.79 Ro 5',,,,,,,,,,,,,,,,
,,Aššur-emū<qī>,,,,, KBo 28.160 Ro 1 (?) ,,,,,,,,,,,,,,,,
,,Aššur-en[a],,,,,"KBo 28.170, 2",,,,,,,,,,,,,,,,
,,Aššur-ide,,,,," KBo 28.173, 13' KBo 28.183, 29 ",,,,,,,,,,,,,,,,
,,Aššur-masa[ksid],,,,," KBo 28.173, 3 ",,,,,,,,,,,,,,,,
201,,Attar(iš)šiya,,,,,,,Man from Ahhiyawa,,,,,,,,,,,,,,
202,,Attatta,,,,,,,,,,,,,,,,,,,,,
203,,Adad-nirari,,,,,,,,,,,,,,,,,,,,,
204,,Adad-šar-ilani,,,,,,,,,,,,,,,,,,,,,
205,,Atiunna,,,,, HKM 49 Ro 2  HKM 50 Ro 2 ,,,,,,,,,,,,,,,,
206,,Atpa,,,,,,,Piyamardu's son in low,,,,,,,,,,,,,,
207,,Atramhašiš,,,,,"KBo 36.26, 10' KBo 53.5 Vo IV 18’, 20’ ",,Mythic character,,,,,,,,,,,,,,
208,,Atradu,,,,,,,,,,,,,,,,,,,,,
209,,Addu,,,,,,,,,,,,,,,,,,,,,
210,,A(d)duahšu,,,,,,,,,,,,,,,,,,,,,
211,,Aduman,,,,,,,,,,,,,,,,,,,,,
212,,Addu(w)a,,,,,,,,,,,,,,Son of Mittannamuwa,,,,,,,
213,,Autalumma,,,,,,,King of Elam,,,,,,,,,,,,,,
214,,Awayana,,,,,,,,,,,,,,,,,,,,,
215,,Awauwa,,,,,,,,,,,,,,,,,,,,,
216,f,Azzari,,,,,KBo 42.13 Ro 5 [],,Hurrian doctor,,,,,,,,,,,,,,
217,f,Azziya,,,,,,,,,,,,,,,,,,,,,
218,,Aziru,,,,," KBo 28.57, 5'  KBo 28.116, 29  KBo 28.118, 3', 8'  KBo 28.119, 7'  KBo 42.73 3",,"King of Amurru, contemporary with Šuppiluliuma I",,,,,,,,,,,,,,
219,(f),Azue,,,,,,,,,,,,,,,,,,,,,
220,,Azuma(na),,,,,,,,,,,,,,,,,,,,,
221,(f),Azu(w)elka,,,,,,,,,,,,,,,,,,,,,
222,,Baba-ahu-iddina,,,,,,,Chancellor of Šalmanasar,,,,,,,,,,,,,,
223,,Bar-rekib,,,,,,,Prince of Sam'al,,,,,,,,,,,,,,
224,,Bel-qarrad,,,,,,,Assyrian,,,,,,,Father of scribe,,,,,,,
,,Awarku,,,,,,,,,,,,,,,,,,,,,
215a,,Azami,,,,,,,,,,,,,,,,,,,,,
218a,f,Azmaššiškiša ?,,,,,,,,,,,,,,,,,,,,,
213a,,Autui,,,,,,,,,,,,,,,,,,,,,
215',,Awa-Tešub,,,,,,,,,,,,,,,,,,,,,
217a,,Azini,,,,,,,,,,,,,,,,,,,,,
225,,Ehal-Tešub,,,,,KBo 53.41 Ro 1 ],,Diviner from Aleppo,,,,,,,Man of Išmiriga,Prince of Karkemish,,,,,,
226,,Ehli-Kušuh,,,,,,,Treasurer,,,,,,,,,,,,,,
227,f,Ehli-Nikkal,,,,,,,Doughter of a hittite king,,,,,,,,,,,,,,
228,,Ehli-Šarri,,,,,,,,,,,,,,,,,,,,,
229,,Ehli-Šarruma,,,,,,,King of Išuwa,,,,,,,The same ?,,,,,,,
,,Elališka,,,,,,,,,,,,,,,,,,,,,
230,,Elirakuni,,,,,,,,,,,,,,,,,,,,,
231,,Ememe,,,,,,,,,,,,,,,,,,,,,
,,Elmanaila,,,,,,,,,,,,,,,,,,,,,
232,,Eni-adali,,,,,,,Character from narrative of Gurparanzah,,,,,,,,,,,,,,
233,,Enlil-bel-niše ?,,,,,,,Ambassador of Babylon at Hatti,,,,,,,,,,,,,,
234,,Ephron,,,,,,,Hittite contemporary with Abraham ,,,,,,,,,,,,,,
,,Eriya,,,,,,,,,,,,,,,,,,,,,
235,,Eši-adali,,,,,,,Character from narrative of Gurparanzah,,,,,,,,,,,,,,
236,,Ewari-Šatuni,,,,,,,Civil servant of an ancient kingdom,,,,,,,,,,,,,,
237,,Ewriya,,,,,,,"""Uria the Hittite"", officer of David",,,,,,,,,,,,,,
238,,Ewri-Šarruma,,,,, KBo 53.107 Vo IV 1’ KUB 56.8 I 1 ,,Hittite prince,,,,,,,Others,,,,,,,
238a,,Ewri-Tešub,,,,,,,Diviner from Emar,,,,,,,,,,,,,,
230a,f,Elwattaru,,,,,,,,,,,,,,,,,,,,,
,,Eheya,,,,," KBo 28.107, 1'   KBo 28.108, 12', 14', 18', 19', 24', 26' KBo 28.109, 10'    ",,,,,,,,,,,,,,,,
,,Ehepabu,,,,, KBo 32.20 I 16  KBo 32.20 I 17  KBo 32.20 I 13  KBo 32.20 I 18 ,,,,,,,,,,,,,,,,
239,(f),Hahalu(w)an,,,,,,,,,,,,,,,,,,,,,
240,f,Hahharti,,,,,,,,,,,,,,,,,,,,,
241,,Hahlataruppašani,,,,,HTAC 6 III 1,,,,,,,,,,,,,,,,
242,,Hahua,,,,,,,,,,,,,,,,,,,,,
243,,Hayamuli,,,,,,,Father of Sunaili (1),,,,,,,,,,,,,,
244,,Hayanu,,,,,,,Prince of Sam'al under Šalmaneser III,,,,,,,,,,,,,,
245,,Hai(t)tili,,,,,,,,,,,,,,,,,,,,,
246,,Hakkarpili,,,,,,,Prince,,,,,,,,,,,,,,
247,,Hakipuili,,,,,,,,,,,,,,,,,,,,,
248,,Hakku,,,,,,,Dignitary of Saiztawa,,,,,,,,,,,,,,
249,,Halata,,,,,,,,,,,,,,,,,,,,,
250,,Halitka,,,,,,,,,,,,,,,,,,,,,
251,,Halkiašu,,,,,,,"Prince of Kaneš, high dignitary",,,,,,,chief of the stores,Diverse,,,,,,
252,,Halpa,,,,,,,,,,,,,,,,,,,,,
253,,Halpahi,,,,,,,,,,,,,,,,,,,,,
254,,Halpamuwa,,,,,,,,,,,,,,,,,,,,,
255,,Halparu(n)ta,,,,,,,Kings of Gurgum (Maraš),,,,,,,King of Hattina under Šalmaneser III,,,,,,,
256,,Halpašulupi,,,,," HTAC 10, 9",,Son of Muršili II,,,,,,,Prince (?) of Malatiya,,,,,,,
257,,Halpatiwata ?,,,,,,,,,,,,,,,,,,,,,
258,,Halpawara ?,,,,,,,,,,,,,,,,,,,,,
259,,Halpaziti,,,,," KUB 60.129, 7  KBo 44.1 Ro I 5",,King of Aleppo,,,,,,,Great of wine (GAL.GEŠTIN),Father of scribes,Officer,Diviner,,,,
260,,Haluli,,,,,,,,,,,,,,,,,,,,,
,,Halpašši,,,,, HKM 111 bord gauche 3 ,,,,,,,,,,,,,,,,
,f,Halpawiya,,,,," KBo 35.116 Ro II 7  KUB 60.64 Ro 5, Vo 2  ",,,,,,,,,,,,,,,,
270,,Hani (Eg.),,,,,,,Egyptian ambassador,,,,,,,,,,,,,,
261,,Halupa,,,,,,,,,,,,,,,,,,,,,
262,,Halwaziti,,,,,  KBo 45.69 Vo VI 6 KUB 57.110 III 5 ,,,,,,,,,,,,,,,,
263,,Hamanani ?,,,,,,,,,,,,,,,,,,,,,
264,,Hamara,,,,,,,,,,,,,,,,,,,,,
265,,Hamiata,,,,,,,Prince of Til-Barsib,,,,,,,,,,,,,,
266,,Hamitti,,,,,,,,,,,,,,,,,,,,,
267,,Hamša,,,,,KBo 53.5 Vo IV 18’ ,,Father of Atramhaši,,,,,,,,,,,,,,
268,,Hammurapi,,,,,"KBo 28.143, 6' ",,King of Yamhad (Aleppo),,,,,,,,,,,,,,
269,,Hamuria,,,,,,,,,,,,,,,,,,,,,
271,,Hani,,,,,,,,,,,,,,,,,,,,,
